"旧库公司ID","旧库名称","结论","对应启用招聘主体","主体范围说明","归属依据","旧招聘入口","本轮检查证据","以往检查证据"
"co_b210af9eaeaa3d72cea6","快手","已关联启用招聘来源","快手","主体已在启用来源中，核验时间见证据。","","https://campus.kuaishou.cn/#/campus/jobs?code=MvcXhjLzr
https://campus.kuaishou.cn/#/campus/jobs?pageNum=1&positionNatureCode=fulltime
https://campus.kuaishou.cn/#/campus/jobs?pageNum=1&positionNatureCode=intern
https://campus.kuaishou.cn/recruit/campus/e#/campus/jobs?pageNum=1&positionNatureCode=fulltime","",""
"co_20577503edd2a3305490","快手(快Star-X顶尖技术实习专项)","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://campus.kuaishou.cn/#/campus/jobs?pageNum=1&positionCategoryCodes=algorithm,J1001,J1003,J1004,J1005,J1006,J1007,J1011,J1013,engeering,J1014,J1020&positionLabel=kstar&positionNatureCode=intern&workLocationCodes=beijing,Shenzhen,Hangzhou,s","unverified | 2026-09-17T15:43:08.607Z | artifacts/full-registry-review-20260917/verify-followups/co_20577503edd2a3305490/verification.json
followup_links | 2026-09-17T15:31:47.921Z | artifacts/full-registry-review-20260917/discover-portal/1fddd21771d3c967/discovery.json",""
"co_64fb2a0fcc4820b3652e","快手-快Star-X项目","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://campus.kuaishou.cn/recruit/campus/e#/campus/jobs?pageNum=1&positionNatureCode=fulltime","unverified | 2026-09-17T15:44:08.228Z | artifacts/full-registry-review-20260917/verify-followups/co_64fb2a0fcc4820b3652e/verification.json
followup_links | 2026-09-17T15:31:48.492Z | artifacts/full-registry-review-20260917/discover-portal/45f473914afdc705/discovery.json",""
"co_b49f91030e2afacd167e","快手-快Star实习专项","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://campus.kuaishou.cn/recruit/campus/e#/campus/jobs?name=star&pageNum=1&positionLabel=kstar&positionNatureCode=intern","unverified | 2026-09-17T15:44:08.282Z | artifacts/full-registry-review-20260917/verify-followups/co_b49f91030e2afacd167e/verification.json
followup_links | 2026-09-17T15:31:48.492Z | artifacts/full-registry-review-20260917/discover-portal/45f473914afdc705/discovery.json",""
"co_0a48c0f785e9743b0e5e","快手-快Star顶尖技术人才计划","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://campus.kuaishou.cn/recruit/campus/e#/campus/jobs?pageNum=1&positionLabel=kstar&positionNatureCode=fulltime&recruitSubProjectCodes=20271779425607","unverified | 2026-09-17T15:44:08.359Z | artifacts/full-registry-review-20260917/verify-followups/co_0a48c0f785e9743b0e5e/verification.json
followup_links | 2026-09-17T15:31:48.492Z | artifacts/full-registry-review-20260917/discover-portal/45f473914afdc705/discovery.json",""
"co_d318dbd3e62d311060f3","快手-急招岗位","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://campus.kuaishou.cn/recruit/campus/e#/campus/jobs?pageNum=1&positionNatureCode=intern","unverified | 2026-09-17T15:44:08.321Z | artifacts/full-registry-review-20260917/verify-followups/co_d318dbd3e62d311060f3/verification.json
followup_links | 2026-09-17T15:31:48.492Z | artifacts/full-registry-review-20260917/discover-portal/45f473914afdc705/discovery.json",""
"co_6c680a3ffd1a48175d8b","快递100","已关联启用招聘来源","快递100","主体已在启用来源中，核验时间见证据。","","https://app.mokahr.com/campus-recruitment/kuaidi100/118847?locale=zh-CN#/jobs","","artifacts/deep-source-review/platforms/manifest.json
artifacts/deep-source-review/combined-manifest.json"
"co_8db40191db7200015be6","怀信科技","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/0xqbQXLWly88oCp7CliVSg","retrieved_no_api_link | 2026-09-17T15:50:20.096Z | artifacts/full-registry-review-20260917/discover-wechat/7f66d18c2d9ad13a/discovery.json",""
"co_8f69af4cd8204409b29e","怀柔实验室-校招菁英选拔营专项岗","已关联启用招聘来源","怀柔实验室","旧名称与启用招聘主体不同；可能为品牌、活动、子主体或错链，须结合归属说明，不代表旧名称的独立 API 已验证。","","https://wecruit.hotjob.cn/SU6286556c2f9d246627874843/pb/posDetail.html?postId=6a696da6e05c792b8ed1b158&postType=campus","","artifacts/industry-expansion-20260917/verify-ats-0/manifest.json
artifacts/industry-expansion-20260917/verify-ats-0/co_8f69af4cd8204409b29e/verification.json"
"co_a3c51c7c97cb9c6fa39d","怀瑾","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/_n7ZMbAXaxh5aZk8ljE0BQ","retrieved_no_api_link | 2026-09-17T15:50:44.332Z | artifacts/full-registry-review-20260917/discover-wechat/b57a609a6740b484/discovery.json",""
"co_d72465dffb1e7782aec3","思仪科技","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://cetc41.zhaopin.com/jobs/index.html","no_api_discovered | 2026-09-17T15:29:57.605Z | artifacts/full-registry-review-20260917/platform-recovery/batch-51job_hosted-zhaopin.json",""
"co_f78441e0f380c618e7fa","思创","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/m5OntJ7GLC5ZLF33YpyW-g","unreadable_article | 2026-09-17T15:50:20.518Z | artifacts/full-registry-review-20260917/discover-wechat/d59c906e1f2c3098/discovery.json",""
"co_2c3034c8d6b09d366618","思勰投资","已关联启用招聘来源","思勰投资","主体已在启用来源中，核验时间见证据。","","https://app.mokahr.com/apply/sixiecapital/42909?sourceToken=cd9b5b12eaf58a65098973ef8043bdc4#/
https://app.mokahr.com/apply/sixiecapital/42909?sourceToken=cd9b5b12eaf58a65098973ef8043bdc4#/jobs?commitment%5B0%5D=%E5%AE%9E%E4%B9%A0&page=1&anchorName=jobsList
https://app.mokahr.com/social-recruitment/sixiecapital/42909#/jobs?commitment%5B0%5D=%E5%85%BC%E8%81%8C&page=1&anchorName=jobsList
https://mp.weixin.qq.com/s/7P84Tp52pTA1gDxhYnTTAA","","artifacts/industry-expansion-20260917/verify-ats-1/manifest.json
artifacts/industry-expansion-20260917/verify-ats-1/co_2c3034c8d6b09d366618/verification.json"
"co_e532b0f8976391bf652f","思客琦","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/iUyJcT2relye5lXxyKSOQA","retrieved_no_api_link | 2026-09-17T15:50:47.578Z | artifacts/full-registry-review-20260917/discover-wechat/1567e1e45836a2c8/discovery.json",""
"co_5037eec20748c993a077","思库传播","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/nBzCdWOIJKThJXk_nm8T-A","retrieved_no_api_link | 2026-09-17T15:50:21.208Z | artifacts/full-registry-review-20260917/discover-wechat/fc80370d06eaf7c2/discovery.json",""
"co_74a168d6f6fa1e942721","思库传播-创意专场","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/yCHz-en4gbvJFKZR7XR85w","retrieved_no_api_link | 2026-09-17T15:50:48.342Z | artifacts/full-registry-review-20260917/discover-wechat/9dba1f516f01234b/discovery.json",""
"co_9a9da8b39d14fe9773a6","思必驰","已关联启用招聘来源","思必驰","主体已在启用来源中，核验时间见证据。","","https://aispeech.zhiye.com/campus","",""
"co_afc3e23520dc79077bf9","思摩尔国际","已关联启用招聘来源","思摩尔国际","主体已在启用来源中，核验时间见证据。","","https://app.mokahr.com/campus-recruitment/smoore/150918#/jobs
https://app.mokahr.com/campus-recruitment/smoore/150918#/jobs?commitment%5B0%5D=%E5%AE%9E%E4%B9%A0&page=1&anchorName=jobsList
https://careers.smooretech.com/campus-recruitment/smoore/150918#/jobs","","../hardware-auto-campus-job-fit/artifacts/source-validation/long-tail/verified/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/long-tail/verified/co_afc3e23520dc79077bf9/verification.json
../hardware-auto-campus-job-fit/data/candidate-ledger.json"
"co_58faa9b3ef2251b66d4c","思朗科技","已关联启用招聘来源","思朗科技","主体已在启用来源中，核验时间见证据。","","https://smartlogictech.jobs.feishu.cn/xiaozhao/position/list?spread=82A5QW5","","../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/verified/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/manifest-before-multisite.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/verified/company-58faa9b3ef22/verification.json
../hardware-auto-campus-job-fit/data/candidate-ledger.json"
"co_5512d22a25b5bb3269fd","思格新能源","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://s.xinrenxinshi.com/recruitGate/list#/ey=0ebdb1058d4f746d8f15cdabc8385b4787c76d","retrieved_no_api_link | 2026-09-17T15:31:47.858Z | artifacts/full-registry-review-20260917/discover-portal/d30b6c6bee7c25d3/discovery.json",""
"co_4043dad24d7f59b211c8","思榕智能装备","已关联启用招聘来源","思榕智能装备","主体已在启用来源中，核验时间见证据。","","https://strongtc.zhiye.com/campus/jobs","","artifacts/industry-expansion-20260917/verify-ats-2/manifest.json
artifacts/industry-expansion-20260917/verify-ats-2/co_4043dad24d7f59b211c8/verification.json"
"co_4e2f15b52d7e1bc28966","思源电气","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/Lml-2cSOWa_zNZ6IuzefYw
https://mp.weixin.qq.com/s/g8zmp6i8vOmNjrjTGqRHOg","retrieved_no_api_link | 2026-09-17T15:50:21.245Z | artifacts/full-registry-review-20260917/discover-wechat/61e792f96aa79503/discovery.json
retrieved_no_api_link | 2026-09-17T15:50:48.847Z | artifacts/full-registry-review-20260917/discover-wechat/820d15e5a26e1c65/discovery.json",""
"co_973a6efe595361eb2d44","思特奇","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/0AzocE-9dGIyxWhfQ-wWvw
https://mp.weixin.qq.com/s/OcLRlNVeqnCqcIGLWw5bMw","retrieved_no_api_link | 2026-09-17T15:50:49.238Z | artifacts/full-registry-review-20260917/discover-wechat/1ae09a74dea54272/discovery.json
unreadable_article | 2026-09-17T15:50:22.464Z | artifacts/full-registry-review-20260917/discover-wechat/a3b486c542ec28f4/discovery.json",""
"co_f71efaceecc43648950e","思特奇-技术精英","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/i0LWbf9cjGkKGfxBXsU3Kw","unreadable_article | 2026-09-17T15:50:23.198Z | artifacts/full-registry-review-20260917/discover-wechat/d33dd8483a464d84/discovery.json",""
"co_ae737614ac058a632926","思特奇-新星组","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/U3yMGGdRRlilidVofQr8Nw","retrieved_no_api_link | 2026-09-17T15:50:50.208Z | artifacts/full-registry-review-20260917/discover-wechat/4de417dbb1098a18/discovery.json",""
"co_e70c1d2afb49c04f4fb0","思特奇-研发组","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/mSQnJm77BMJuBWbe4SgZ5g","retrieved_no_api_link | 2026-09-17T15:50:23.258Z | artifacts/full-registry-review-20260917/discover-wechat/e4954c9c5312c828/discovery.json",""
"co_d7019cabc340e74b65b5","思特奇-经营类岗位","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/ixqeEPb4zOaXCcfeR1WhcQ","unreadable_article | 2026-09-17T15:50:51.845Z | artifacts/full-registry-review-20260917/discover-wechat/5fc52d0843435bcc/discovery.json",""
"co_bfe948121d4de90c5155","思特威","已关联启用招聘来源","思特威","主体已在启用来源中，核验时间见证据。","","https://app.mokahr.com/campus-recruitment/smartsenstech1/56088#/jobs","","../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/verified/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/verified/company-bfe948121d4d/verification.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/manifest-before-multisite.json
../hardware-auto-campus-job-fit/data/candidate-ledger.json"
"co_4f8e2a90e248d4b57c00","思瑞测量","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/g9s8LHMwjq5iFYnJh_Ug7Q
https://mp.weixin.qq.com/s/wYqfvxLJE0a5hEwP_J9O9Q","retrieved_no_api_link | 2026-09-17T15:50:24.099Z | artifacts/full-registry-review-20260917/discover-wechat/35764f33530b615d/discovery.json
retrieved_no_api_link | 2026-09-17T15:50:52.405Z | artifacts/full-registry-review-20260917/discover-wechat/fa86cef19185417c/discovery.json",""
"co_9f50332e6d6e385085c2","思瑞测量-补录岗位","已检查但未确认可用API","","已检查所列公开入口；本轮未确认属于该主体的完整 JD API。不等于证明该公司没有 API。","","https://mp.weixin.qq.com/s/TKF-taZtm51o1eXmxzhdPA","retrieved_no_api_link | 2026-09-17T15:50:25.758Z | artifacts/full-registry-review-20260917/discover-wechat/34b8fff56bb4b77a/discovery.json",""
"co_b476bd3b0e25e0368889","思瑞浦","已关联启用招聘来源","思瑞浦","主体已在启用来源中，核验时间见证据。","","https://app.mokahr.com/campus-recruitment/3peakic/67894#/
https://app.mokahr.com/campus-recruitment/3peakic/67894?locale=zh-CN#/jobs?page=1&anchorName=jobsList","","../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/verified/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/verified/company-b476bd3b0e25/verification.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/manifest.json
../hardware-auto-campus-job-fit/artifacts/source-validation/suppliers/manifest-before-multisite.json
../hardware-auto-campus-job-fit/data/candidate-ledger.json"
